辞書,文境界,書字形（＝表層形）,語彙素,語彙素読み,品詞,活用型,活用形,発音形出現形,仮名形出現形,語種,書字形(基本形),語形(基本形),語彙素ID
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,生活,生活,セイカツ,名詞-普通名詞-サ変可能,,,セーカツ,セイカツ,漢,生活,セイカツ,19728
,I,支援,支援,シエン,名詞-普通名詞-サ変可能,,,シエン,シエン,漢,支援,シエン,15014
,I,や,や,ヤ,助詞-副助詞,,,ヤ,ヤ,和,や,ヤ,38083
,I,生業,生業,セイギョウ,名詞-普通名詞-一般,,,セーギョー,セイギョウ,漢,生業,セイギョウ,57464
,I,再建,再建,サイケン,名詞-普通名詞-サ変可能,,,サイケン,サイケン,漢,再建,サイケン,13693
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,伝統,伝統,デントウ,名詞-普通名詞-一般,,,デントー,デントウ,漢,伝統,デントウ,25792
,I,産業,産業,サンギョウ,名詞-普通名詞-一般,,,サンギョー,サンギョウ,漢,産業,サンギョウ,14544
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,復興,復興,フッコウ,名詞-普通名詞-サ変可能,,,フッコー,フッコウ,漢,復興,フッコウ,32907
,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
,I,進め,進める,ススメル,動詞-一般,下一段-マ行,連用形-一般,ススメ,ススメ,和,進める,ススメル,19189
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,国民,国民,コクミン,名詞-普通名詞-一般,,,コクミン,コクミン,漢,国民,コクミン,12579
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,皆,皆,ミナ,名詞-普通名詞-副詞可能,,,ミナ,ミナ,和,皆,ミナ,36678
,I,様,様,サマ,接尾辞-名詞的-一般,,,サマ,サマ,和,様,サマ,14374
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,いのち,命,イノチ,名詞-普通名詞-一般,,,イノチ,イノチ,和,いのち,イノチ,2401
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,健康,健康,ケンコウ,名詞-普通名詞-形状詞可能,,,ケンコー,ケンコウ,漢,健康,ケンコウ,11312
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,守る,守る,マモル,動詞-一般,五段-ラ行,連体形-一般,マモル,マモル,和,守る,マモル,36011
,I,こと,事,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト,12836
,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,重要,重要,ジュウヨウ,形状詞-一般,,,ジューヨー,ジュウヨウ,漢,重要,ジュウヨウ,18245
,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ,22916
,I,安全,安全,アンゼン,名詞-普通名詞-形状詞可能,,,アンゼン,アンゼン,漢,安全,アンゼン,1366
,I,保障,保障,ホショウ,名詞-普通名詞-サ変可能,,,ホショー,ホショウ,漢,保障,ホショウ,34679
,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス,25653
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,人口,人口,ジンコウ,名詞-普通名詞-一般,,,ジンコー,ジンコウ,漢,人口,ジンコウ,18780
,I,減少,減少,ゲンショウ,名詞-普通名詞-サ変可能,,,ゲンショー,ゲンショウ,漢,減少,ゲンショウ,11678
,I,・,・,,補助記号-一般,,,,・,記号,・,,44
,I,少子,少子,ショウシ,名詞-普通名詞-一般,,,ショーシ,ショウシ,漢,少子,ショウシ,16687
,I,高齢,高齢,コウレイ,名詞-普通名詞-一般,,,コーレー,コウレイ,漢,高齢,コウレイ,12445
,I,化,化,カ,接尾辞-名詞的-サ変可能,,,カ,カ,漢,化,カ,5577
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,乗り切る,乗り切る,ノリキル,動詞-一般,五段-ラ行,連体形-一般,ノリキル,ノリキル,和,乗り切る,ノリキル,29253
,I,ため,為,タメ,名詞-普通名詞-副詞可能,,,タメ,タメ,和,ため,タメ,22686
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,社会,社会,シャカイ,名詞-普通名詞-一般,,,シャカイ,シャカイ,漢,社会,シャカイ,15869
,I,保障,保障,ホショウ,名詞-普通名詞-サ変可能,,,ホショー,ホショウ,漢,保障,ホショウ,34679
,I,制度,制度,セイド,名詞-普通名詞-一般,,,セード,セイド,漢,制度,セイド,19939
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,おけ,於く,オク,動詞-一般,文語四段-カ行,命令形,オケ,オケ,和,おく,オク,4810
,I,る,り,リ,助動詞,文語助動詞-リ,連体形-一般,ル,ル,和,り,リ,39865
,I,給付,給付,キュウフ,名詞-普通名詞-サ変可能,,,キューフ,キュウフ,漢,給付,キュウフ,9076
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,負担,負担,フタン,名詞-普通名詞-サ変可能,,,フタン,フタン,漢,負担,フタン,32875
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,在り,有る,アル,動詞-非自立可能,五段-ラ行,連用形-一般,アリ,アリ,和,在る,アル,1216
,I,方,方,カタ,接尾辞-名詞的-一般,,,カタ,カタ,和,方,カタ,6596
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,つい,つく,ツク,動詞-一般,五段-カ行,連用形-イ音便,ツイ,ツイ,和,つく,ツク,24536
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,国民,国民,コクミン,名詞-普通名詞-一般,,,コクミン,コクミン,漢,国民,コクミン,12579
,I,的,的,テキ,接尾辞-形状詞的,,,テキ,テキ,漢,的,テキ,25076
,I,議論,議論,ギロン,名詞-普通名詞-サ変可能,,,ギロン,ギロン,漢,議論,ギロン,9967
,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
,I,必要,必要,ヒツヨウ,名詞-普通名詞-形状詞可能,,,ヒツヨー,ヒツヨウ,漢,必要,ヒツヨウ,31473
,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス,25653
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,超,超,チョウ,接頭辞,,,チョー,チョウ,漢,超,チョウ,23949
,I,党派,党派,トウハ,名詞-普通名詞-一般,,,トーハ,トウハ,漢,党派,トウハ,26102
,I,かつ,且つ,カツ,接続詞,,,カツ,カツ,和,かつ,カツ,6773
,I,有識,有識,ユウシキ,名詞-普通名詞-一般,,,ユーシキ,ユウシキ,漢,有識,ユウシキ,38658
,I,者,者,シャ,接尾辞-名詞的-一般,,,シャ,シャ,漢,者,シャ,15852
,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
,I,交え,交える,マジエル,動詞-一般,下一段-ア行,連用形-一般,マジエ,マジエ,和,交える,マジエル,35683
,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
,I,国民,国民,コクミン,名詞-普通名詞-一般,,,コクミン,コクミン,漢,国民,コクミン,12579
,I,会議,会議,カイギ,名詞-普通名詞-サ変可能,,,カイギ,カイギ,漢,会議,カイギ,5679
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,設置,設置,セッチ,名詞-普通名詞-サ変可能,,,セッチ,セッチ,漢,設置,セッチ,20221
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,給付,給付,キュウフ,名詞-普通名詞-サ変可能,,,キューフ,キュウフ,漢,給付,キュウフ,9076
,I,付き,付き,ツキ,接尾辞-名詞的-一般,,,ツキ,ツキ,和,付き,ツキ,24483
,I,税額,税額,ゼイガク,名詞-普通名詞-一般,,,ゼーガク,ゼイガク,漢,税額,ゼイガク,20696
,I,控除,控除,コウジョ,名詞-普通名詞-サ変可能,,,コージョ,コウジョ,漢,控除,コウジョ,12139
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,制度,制度,セイド,名詞-普通名詞-一般,,,セード,セイド,漢,制度,セイド,19939
,I,設計,設計,セッケイ,名詞-普通名詞-サ変可能,,,セッケー,セッケイ,漢,設計,セッケイ,20184
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,含め,含める,フクメル,動詞-一般,下一段-マ行,連用形-一般,フクメ,フクメ,和,含める,フクメル,32688
,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
,I,税,税,ゼイ,名詞-普通名詞-一般,,,ゼー,ゼイ,漢,税,ゼイ,20694
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,社会,社会,シャカイ,名詞-普通名詞-一般,,,シャカイ,シャカイ,漢,社会,シャカイ,15869
,I,保障,保障,ホショウ,名詞-普通名詞-サ変可能,,,ホショー,ホショウ,漢,保障,ホショウ,34679
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,一体,一体,イッタイ,名詞-普通名詞-一般,,,イッタイ,イッタイ,漢,一体,イッタイ,2230
,I,改革,改革,カイカク,名詞-普通名詞-サ変可能,,,カイカク,カイカク,漢,改革,カイカク,5655
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,つい,つく,ツク,動詞-一般,五段-カ行,連用形-イ音便,ツイ,ツイ,和,つく,ツク,24536
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,議論,議論,ギロン,名詞-普通名詞-サ変可能,,,ギロン,ギロン,漢,議論,ギロン,9967
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,まいり,参る,マイル,動詞-非自立可能,五段-ラ行,連用形-一般,マイリ,マイリ,和,まいる,マイル,35450
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,野党,野党,ヤトウ,名詞-普通名詞-一般,,,ヤトー,ヤトウ,漢,野党,ヤトウ,38354
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,皆,皆,ミナ,名詞-普通名詞-副詞可能,,,ミナ,ミナ,和,皆,ミナ,36678
,I,様,様,サマ,接尾辞-名詞的-一般,,,サマ,サマ,和,様,サマ,14374
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
,I,御,御,ゴ,接頭辞,,,ゴ,ゴ,漢,御,ゴ,13332
,I,参加,参加,サンカ,名詞-普通名詞-サ変可能,,,サンカ,サンカ,漢,参加,サンカ,14513
,I,いただき,頂く,イタダク,動詞-非自立可能,五段-カ行,連用形-一般,イタダキ,イタダキ,和,いただく,イタダク,2011
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,共,共,トモ,名詞-普通名詞-一般,,,トモ,トモ,和,共,トモ,26643
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,議論,議論,ギロン,名詞-普通名詞-サ変可能,,,ギロン,ギロン,漢,議論,ギロン,9967
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,進め,進める,ススメル,動詞-一般,下一段-マ行,連用形-一般,ススメ,ススメ,和,進める,ススメル,19189
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,まいり,参る,マイル,動詞-非自立可能,五段-ラ行,連用形-一般,マイリ,マイリ,和,まいる,マイル,35450
,I,ましょう,ます,マス,助動詞,助動詞-マス,意志推量形,マショー,マショウ,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,これ,此れ,コレ,代名詞,,,コレ,コレ,和,これ,コレ,13095
,I,まで,まで,マデ,助詞-副助詞,,,マデ,マデ,和,まで,マデ,35891
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,政党,政党,セイトウ,名詞-普通名詞-一般,,,セートー,セイトウ,漢,政党,セイトウ,19932
,I,間,間,カン,接尾辞-名詞的-副詞可能,,,カン,カン,漢,間,カン,7477
,I,合意,合意,ゴウイ,名詞-普通名詞-サ変可能,,,ゴーイ,ゴウイ,漢,合意,ゴウイ,13349
,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
,I,踏まえ,踏まえる,フマエル,動詞-一般,下一段-ア行,連用形-一般,フマエ,フマエ,和,踏まえる,フマエル,32991
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,ＯＴＣ,ＯＴＣ,オーティーシー,名詞-普通名詞-一般,,,オーティーシー,オーティーシー,記号,ＯＴＣ,オーティーシー,91331
,I,類似,類似,ルイジ,名詞-普通名詞-サ変形状詞可能,,,ルイジ,ルイジ,漢,類似,ルイジ,40470
,I,薬,薬,クスリ,名詞-普通名詞-一般,,,クスリ,クスリ,和,薬,クスリ,10158
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,含む,含む,フクム,動詞-一般,五段-マ行,連体形-一般,フクム,フクム,和,含む,フクム,32685
,I,薬剤,薬剤,ヤクザイ,名詞-普通名詞-一般,,,ヤクザイ,ヤクザイ,漢,薬剤,ヤクザイ,38164
,I,自己,自己,ジコ,名詞-普通名詞-一般,,,ジコ,ジコ,漢,自己,ジコ,17818
,I,負担,負担,フタン,名詞-普通名詞-サ変可能,,,フタン,フタン,漢,負担,フタン,32875
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,見直し,見直し,ミナオシ,名詞-普通名詞-一般,,,ミナオシ,ミナオシ,和,見直し,ミナオシ,36681
,I,や,や,ヤ,助詞-副助詞,,,ヤ,ヤ,和,や,ヤ,38083
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,電子,電子,デンシ,名詞-普通名詞-一般,,,デンシ,デンシ,漢,電子,デンシ,25765
,I,カルテ,カルテ-Karte,カルテ,名詞-普通名詞-一般,,,カルテ,カルテ,外,カルテ,カルテ,7317
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,含む,含む,フクム,動詞-一般,五段-マ行,連体形-一般,フクム,フクム,和,含む,フクム,32685
,I,医療,医療,イリョウ,名詞-普通名詞-一般,,,イリョー,イリョウ,漢,医療,イリョウ,2580
,I,機関,機関,キカン,名詞-普通名詞-一般,,,キカン,キカン,漢,機関,キカン,8330
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,電子,電子,デンシ,名詞-普通名詞-一般,,,デンシ,デンシ,漢,電子,デンシ,25765
,I,化,化,カ,接尾辞-名詞的-サ変可能,,,カ,カ,漢,化,カ,5577
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,データ,データ-data,データ,名詞-普通名詞-一般,,,データ,データ,外,データ,データ,25819
,I,ヘルス,ヘルス-health,ヘルス,名詞-普通名詞-一般,,,ヘルス,ヘルス,外,ヘルス,ヘルス,43269
,I,等,等,トウ,接尾辞-名詞的-一般,,,トー,トウ,漢,等,トウ,25875
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,通じ,通ずる,ツウズル,動詞-一般,サ行変格,連用形-一般,ツージ,ツウジ,混,通ずる,ツウズル,24416
,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
,I,効率,効率,コウリツ,名詞-普通名詞-一般,,,コーリツ,コウリツ,漢,効率,コウリツ,12427
,I,的,的,テキ,接尾辞-形状詞的,,,テキ,テキ,漢,的,テキ,25076
,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ,22916
,I,質,質,シツ,名詞-普通名詞-一般,,,シツ,シツ,漢,質,シツ,15533
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,高い,高い,タカイ,形容詞-一般,形容詞,連体形-一般,タカイ,タカイ,和,高い,タカイ,21995
,I,医療,医療,イリョウ,名詞-普通名詞-一般,,,イリョー,イリョウ,漢,医療,イリョウ,2580
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,実現,実現,ジツゲン,名詞-普通名詞-サ変可能,,,ジツゲン,ジツゲン,漢,実現,ジツゲン,17974
,I,等,等,トウ,接尾辞-名詞的-一般,,,トー,トウ,漢,等,トウ,25875
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,つい,つく,ツク,動詞-一般,五段-カ行,連用形-イ音便,ツイ,ツイ,和,つく,ツク,24536
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,迅速,迅速,ジンソク,形状詞-一般,,,ジンソク,ジンソク,漢,迅速,ジンソク,18798
,I,に,だ,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ,22916
,I,検討,検討,ケントウ,名詞-普通名詞-サ変可能,,,ケントー,ケントウ,漢,検討,ケントウ,11403
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,進め,進める,ススメル,動詞-一般,下一段-マ行,連用形-一般,ススメ,ススメ,和,進める,ススメル,19189
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,高齢,高齢,コウレイ,名詞-普通名詞-一般,,,コーレー,コウレイ,漢,高齢,コウレイ,12445
,I,化,化,カ,接尾辞-名詞的-サ変可能,,,カ,カ,漢,化,カ,5577
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,対応,対応,タイオウ,名詞-普通名詞-サ変可能,,,タイオー,タイオウ,漢,対応,タイオウ,21679
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
,I,医療,医療,イリョウ,名詞-普通名詞-一般,,,イリョー,イリョウ,漢,医療,イリョウ,2580
,I,体制,体制,タイセイ,名詞-普通名詞-一般,,,タイセー,タイセイ,漢,体制,タイセイ,21825
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,再,再,サイ,接頭辞,,,サイ,サイ,漢,再,サイ,13627
,I,構築,構築,コウチク,名詞-普通名詞-サ変可能,,,コーチク,コウチク,漢,構築,コウチク,12228
,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
,I,必要,必要,ヒツヨウ,名詞-普通名詞-形状詞可能,,,ヒツヨー,ヒツヨウ,漢,必要,ヒツヨウ,31473
,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス,25653
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,入院,入院,ニュウイン,名詞-普通名詞-サ変可能,,,ニューイン,ニュウイン,漢,入院,ニュウイン,28501
